date,decision_id,market_signal,ma_probability,ma_expected_return,ma_confidence,trade_executed,net_return,reflection_category,evidence_summary,decision_summary,outcome_summary,identified_strengths,identified_weaknesses,diagnostic_labels,explainability_score
2025-06-02,decision_f10777fbcd7e472393ee40c7ba402f8a,NO_TRADE,0.5748071570108637,-0.0016738602921517695,0.5544805675883338,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.5748071570108637, confidence=0.5544805675883338",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.714318%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9168279148617499
2025-06-03,decision_6cfc594cbfa84955aa91ee49f4c549c1,NO_TRADE,0.4635007986624105,-0.0018854396551067959,0.5340035511096445,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.4635007986624105, confidence=0.5340035511096445",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -0.775616%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9301005326664467
2025-06-04,decision_cc8e26f249804c36beb2f353b7183e98,NO_TRADE,0.6280821515724068,-0.0014160989068245685,0.5840429867244008,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.6280821515724068, confidence=0.5840429867244008",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.229062%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9123935519913399
2025-06-05,decision_813ef8cc837142e6bf8246444fe34fbe,NO_TRADE,0.5623692194414068,-0.0014166721518293823,0.5380611075627283,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.5623692194414068, confidence=0.5380611075627283",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -0.882225%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9307091661344092
2025-06-06,decision_ef8aee69866742cb9f04ca6f3d52f947,NO_TRADE,0.6499259417252159,-0.0013303707514344422,0.5967672968192775,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.6499259417252159, confidence=0.5967672968192775",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.450591%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9104849054771084
2025-06-09,decision_2c54e7cd13904a53b101ecfcc4d2f5f9,NO_TRADE,0.4173107747368584,-0.0017918956548811993,0.5635365364278629,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.4173107747368584, confidence=0.5635365364278629",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.937908%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9154695195358206
2025-06-10,decision_35aa6294c9e047d0a9544d5a93ba96c2,NO_TRADE,0.14504939270445238,-0.001991717220755438,0.760093454171624,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.14504939270445238, confidence=0.760093454171624",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.282699%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | HIGH_CONFIDENCE | MISSED_PROFITABLE_OPPORTUNITY,0.8859859818742564
2025-06-11,decision_e935e9f2ae4943ff8806652cb2b952b1,NO_TRADE,0.49084889459148484,-0.001283217231458072,0.4968152803810753,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.49084889459148484, confidence=0.4968152803810753",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -2.035456%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9245222920571613
2025-06-12,decision_31943600643b47e694ec8b8a93943357,NO_TRADE,0.3187371325893477,-0.0015883890551886628,0.626435569383984,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.3187371325893477, confidence=0.626435569383984",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.589066%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9060346645924023
2025-06-13,decision_5d2db742dee84042b9a3e48cdca836bb,NO_TRADE,0.5231286417223452,-0.001509868176493144,0.5133863102931299,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.5231286417223452, confidence=0.5133863102931299",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.918744%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9229920534560305
2025-06-16,decision_17a53bc727324bada793eab0228a056f,NO_TRADE,0.570887249465044,-0.0014664382392003375,0.5455151369620603,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.570887249465044, confidence=0.5455151369620603",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 1.684250%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.918172729455691
2025-06-17,decision_daa6a94e51164e5b931706bec21a6ed3,NO_TRADE,0.45933046277948125,-0.0014239031390255322,0.5230879690988921,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.45933046277948125, confidence=0.5230879690988921",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -0.276474%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9284631953648338
2025-06-18,decision_0f9473cef9534073856a8de408960f23,NO_TRADE,0.363717721886349,-0.0013982733219118394,0.5892491304862558,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.363717721886349, confidence=0.5892491304862558",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -1.294235%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9383873695729383
2025-06-20,decision_bc61fbccbfa846359eab41bcb5281160,NO_TRADE,0.3039659515608157,-0.0015209986754434284,0.6347539066399526,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.3039659515608157, confidence=0.6347539066399526",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -2.423211%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9452130859959929
2025-06-23,decision_e539b60799ea482f93006da390378c9b,NO_TRADE,0.3999350784304987,-0.0015937576969399893,0.569758065563335,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.3999350784304987, confidence=0.569758065563335",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -0.728870%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9354637098345002
2025-06-24,decision_6664be5b598b4d2986b790f08a8cd621,NO_TRADE,0.5486831870146905,-0.0013723815716860182,0.5271544907684103,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.5486831870146905, confidence=0.5271544907684103",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 0.196840%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9209268263847384
2025-06-25,decision_e678b3d69f134d7e904d5dba5d8307c5,NO_TRADE,0.6151708175413597,-0.0014553238060308442,0.5761804722745828,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.6151708175413597, confidence=0.5761804722745828",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was -1.324792%.,The NO_TRADE decision avoided a non-profitable market outcome. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | CORRECT_TRADE_REJECTION,0.9364270708411874
2025-06-26,decision_fd887c82f9644f7d9774b3932ac263fd,NO_TRADE,0.6249762200208479,-0.0015291210376766997,0.5852570378484097,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.6249762200208479, confidence=0.5852570378484097",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 1.775951%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9122114443227385
2025-06-27,decision_89e57506c4cf4af9bb4ab2d952aadea1,NO_TRADE,0.28013043592908693,-0.0015987364604024478,0.6537706779055328,False,0.0,NO_TRADE_REVIEW,"MA: signal=signal=NO_TRADE, profit_probability=0.28013043592908693, confidence=0.6537706779055328",EX did not execute a trade under CONFIG_1_MA_EX_RF. The resolved analytical decision was NO_TRADE using MA_DIRECT. 0 of 1 active analytical agents voted BUY; 1 BUY vote(s) were required. Consensus category was SINGLE_AGENT_NO_TRADE. Reason: MA direct NO_TRADE signal.,No trade was executed. The counterfactual net Open-to-Close return was 1.436169%.,,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,CONFIG_1_MA_EX_RF | NO_TRADE | SINGLE_AGENT_DECISION | UNANIMOUS_NO_TRADE | CONSENSUS_SINGLE_AGENT_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9019343983141701
